base_datos,id_anuncio,ciudad,barrio_oficial,id_barrio_oficial,tipo_inmueble,habitaciones,metros_cuadrados,num_planta,precio_inmueble,precio_noche_estimado,ocupacion_media_estimada,nivel_precio,ROI365_%,puntuacion_ROI365
Idealista,111368812,Barcelona,Sants,244252,Estudio,1.0,42.0,,108000.0,164.3,0.3327,1-barrio+habitaciones,12.01,Alta rentabilidad
Fotocasa,189239407,Barcelona,El Fort Pienc,224086,Piso,4.0,72.0,1.0,340000.0,496.08,0.3228,1-barrio+habitaciones,11.17,Alta rentabilidad
Fotocasa,189129404,Barcelona,Sants,244252,Planta Baja,1.0,38.0,,119000.0,164.3,0.3327,1-barrio+habitaciones,10.9,Alta rentabilidad
Idealista,108241615,Barcelona,Hostafrancs,244125,Piso,2.0,54.0,1.0,175000.0,228.96,0.3486,1-barrio+habitaciones,10.82,Alta rentabilidad
Fotocasa,186735018,Barcelona,Sants,244252,Piso,1.0,38.0,,120000.0,164.3,0.3327,1-barrio+habitaciones,10.81,Alta rentabilidad
Fotocasa,189071584,Barcelona,Hostafrancs,244125,Piso,2.0,62.0,,175311.0,228.96,0.3486,1-barrio+habitaciones,10.8,Alta rentabilidad
Idealista,110290330,Barcelona,Hostafrancs,244125,Piso,2.0,67.0,0.5,180000.0,228.96,0.3486,1-barrio+habitaciones,10.52,Alta rentabilidad
Idealista,109715083,Barcelona,Hostafrancs,244125,Piso,2.0,60.0,,180000.0,228.96,0.3486,1-barrio+habitaciones,10.52,Alta rentabilidad
Fotocasa,186758860,Barcelona,El Poble-sec,244098,Piso,1.0,52.0,,140500.0,188.68,0.3245,1-barrio+habitaciones,10.34,Alta rentabilidad
Fotocasa,188979427,Barcelona,Dreta de l'Eixample,224069,Piso,2.0,39.0,3.0,184000.0,269.24,0.2871,1-barrio+habitaciones,9.97,Media rentabilidad
Fotocasa,188438903,Barcelona,El Poble-sec,244098,Piso,2.0,57.0,15.0,166250.0,205.64,0.3245,1-barrio+habitaciones,9.52,Media rentabilidad
Fotocasa,189461682,Barcelona,El Fort Pienc,224086,Piso,2.0,38.0,,198000.0,241.68,0.3228,1-barrio+habitaciones,9.35,Media rentabilidad
Idealista,110978158,Barcelona,Sants,244252,Piso,1.0,45.0,0.0,139000.0,164.3,0.3327,1-barrio+habitaciones,9.33,Media rentabilidad
Idealista,106118297,Barcelona,El Poble-sec,244098,Dúplex,2.0,35.0,0.0,170000.0,205.64,0.3245,1-barrio+habitaciones,9.31,Media rentabilidad
Idealista,110974112,Barcelona,Hostafrancs,244125,Piso,1.0,53.0,2.0,195000.0,216.24,0.3486,1-barrio+habitaciones,9.17,Media rentabilidad
Fotocasa,188094950,Barcelona,El Poble-sec,244098,Piso,1.0,42.0,,165000.0,188.68,0.3245,1-barrio+habitaciones,8.8,Media rentabilidad
Idealista,110140250,Barcelona,Sants,244252,Piso,2.0,48.0,0.0,167000.0,186.03,0.3327,2-barrio,8.79,Media rentabilidad
Idealista,107223811,Barcelona,Sants,244252,Piso,2.0,50.0,,167000.0,186.03,0.3327,2-barrio,8.79,Media rentabilidad
Fotocasa,185421651,Barcelona,El Poble-sec,244098,Piso,1.0,49.0,,166000.0,188.68,0.3245,1-barrio+habitaciones,8.75,Media rentabilidad
Fotocasa,189089445,Barcelona,Dreta de l'Eixample,224069,Piso,1.0,40.0,3.0,165000.0,209.88,0.2871,1-barrio+habitaciones,8.66,Media rentabilidad
Fotocasa,185587755,Barcelona,Sants,244252,Piso,1.0,35.0,0.0,150000.0,164.3,0.3327,1-barrio+habitaciones,8.65,Media rentabilidad
Idealista,109984775,Barcelona,Sants,244252,Piso,1.0,35.0,3.0,150000.0,164.3,0.3327,1-barrio+habitaciones,8.65,Media rentabilidad
Fotocasa,189540388,Barcelona,El Poble-sec,244098,Loft,1.0,61.0,,168000.0,188.68,0.3245,1-barrio+habitaciones,8.65,Media rentabilidad
Idealista,111399937,Barcelona,Sant Antoni,224240,Dúplex,1.0,50.0,0.0,180000.0,216.24,0.3007,1-barrio+habitaciones,8.57,Media rentabilidad
Fotocasa,184187828,Barcelona,El Poble-sec,244098,Piso,1.0,67.0,,173000.0,188.68,0.3245,1-barrio+habitaciones,8.4,Media rentabilidad
Fotocasa,188681376,Barcelona,Sant Antoni,224240,Apartamento,1.0,40.0,0.0,185000.0,216.24,0.3007,1-barrio+habitaciones,8.34,Media rentabilidad
Fotocasa,188919927,Barcelona,Sagrada Família,224231,Piso,2.0,45.0,5.0,186642.0,201.4,0.3254,1-barrio+habitaciones,8.33,Media rentabilidad
Idealista,111287147,Barcelona,Hostafrancs,244125,Piso,2.0,74.0,0.0,229000.0,228.96,0.3486,1-barrio+habitaciones,8.27,Media rentabilidad
Fotocasa,189217783,Barcelona,Dreta de l'Eixample,224069,Piso,3.0,75.0,3.0,282910.0,343.44,0.2871,1-barrio+habitaciones,8.27,Media rentabilidad
Idealista,111192371,Barcelona,El Fort Pienc,224086,Piso,4.0,97.0,3.0,460000.0,496.08,0.3228,1-barrio+habitaciones,8.26,Media rentabilidad
Fotocasa,189163782,Barcelona,El Poble-sec,244098,Piso,1.0,47.0,2.0,175900.0,188.68,0.3245,1-barrio+habitaciones,8.26,Media rentabilidad
Idealista,110092999,Barcelona,Sants,244252,Estudio,1.0,35.0,6.0,160000.0,164.3,0.3327,1-barrio+habitaciones,8.11,Media rentabilidad
Fotocasa,188316691,Barcelona,Sants,244252,Piso,1.0,35.0,6.0,160000.0,164.3,0.3327,1-barrio+habitaciones,8.11,Media rentabilidad
Fotocasa,189127004,Barcelona,Sants,244252,Piso,2.0,51.0,3.0,182720.0,186.03,0.3327,2-barrio,8.04,Media rentabilidad
Fotocasa,187091623,Barcelona,Sants,244252,Piso,2.0,48.0,5.0,185000.0,186.03,0.3327,2-barrio,7.94,Media rentabilidad
Idealista,111261581,Barcelona,El Fort Pienc,224086,Piso,4.0,95.0,0.5,480000.0,496.08,0.3228,1-barrio+habitaciones,7.91,Media rentabilidad
Fotocasa,188839025,Barcelona,El Fort Pienc,224086,Piso,4.0,100.0,0.5,480000.0,496.08,0.3228,1-barrio+habitaciones,7.91,Media rentabilidad
Idealista,110896646,Barcelona,Hostafrancs,244125,Piso,2.0,56.0,,240000.0,228.96,0.3486,1-barrio+habitaciones,7.89,Media rentabilidad
Idealista,111347825,Barcelona,Hostafrancs,244125,Piso,2.0,48.0,4.0,240000.0,228.96,0.3486,1-barrio+habitaciones,7.89,Media rentabilidad
Fotocasa,189098240,Barcelona,Hostafrancs,244125,Planta Baja,2.0,56.0,,240000.0,228.96,0.3486,1-barrio+habitaciones,7.89,Media rentabilidad
Idealista,110827432,Barcelona,Hostafrancs,244125,Piso,2.0,55.0,0.0,240000.0,228.96,0.3486,1-barrio+habitaciones,7.89,Media rentabilidad
Fotocasa,189556989,Barcelona,Sants,244252,Estudio,1.0,49.0,0.0,165000.0,164.3,0.3327,1-barrio+habitaciones,7.86,Media rentabilidad
Idealista,110884187,Barcelona,Sants,244252,Piso,3.0,65.0,2.0,209000.0,207.76,0.3327,1-barrio+habitaciones,7.85,Media rentabilidad
Idealista,108446132,Barcelona,Hostafrancs,244125,Piso,2.0,53.0,2.0,242000.0,228.96,0.3486,1-barrio+habitaciones,7.82,Media rentabilidad
Idealista,111179893,Barcelona,Sants,244252,Piso,2.0,43.0,3.0,189000.0,186.03,0.3327,2-barrio,7.77,Media rentabilidad
Idealista,111194206,Barcelona,El Fort Pienc,224086,Piso,4.0,82.0,3.0,495000.0,496.08,0.3228,1-barrio+habitaciones,7.68,Media rentabilidad
Fotocasa,189051960,Barcelona,Sagrada Família,224231,Piso,1.0,40.0,0.0,169000.0,167.48,0.3254,1-barrio+habitaciones,7.65,Media rentabilidad
Idealista,111385816,Barcelona,Sants,244252,Piso,1.0,35.0,0.0,170000.0,164.3,0.3327,1-barrio+habitaciones,7.63,Media rentabilidad
Idealista,111146492,Barcelona,El Fort Pienc,224086,Piso,4.0,104.0,3.0,498000.0,496.08,0.3228,1-barrio+habitaciones,7.63,Media rentabilidad
Fotocasa,189231436,Barcelona,Sagrada Família,224231,Piso,1.0,47.0,0.0,170000.0,167.48,0.3254,1-barrio+habitaciones,7.61,Media rentabilidad
Idealista,111382230,Barcelona,El Fort Pienc,224086,Piso,4.0,95.0,0.5,499000.0,496.08,0.3228,1-barrio+habitaciones,7.61,Media rentabilidad
Idealista,111190867,Barcelona,El Poble-sec,244098,Piso,3.0,60.0,,165000.0,162.18,0.3245,1-barrio+habitaciones,7.57,Media rentabilidad
Fotocasa,186119481,Barcelona,El Fort Pienc,224086,Piso,2.0,50.0,0.5,245000.0,241.68,0.3228,1-barrio+habitaciones,7.55,Media rentabilidad
Idealista,110634125,Barcelona,Sants,244252,Piso,2.0,50.0,0.0,195000.0,186.03,0.3327,2-barrio,7.53,Media rentabilidad
Idealista,111069167,Barcelona,Sants,244252,Piso,3.0,48.0,2.0,219000.0,207.76,0.3327,1-barrio+habitaciones,7.49,Media rentabilidad
Fotocasa,189118379,Barcelona,Dreta de l'Eixample,224069,Piso,4.0,73.0,2.0,410000.0,445.2,0.2871,1-barrio+habitaciones,7.4,Media rentabilidad
Fotocasa,189025805,Barcelona,El Fort Pienc,224086,Piso,4.0,87.0,2.0,515000.0,496.08,0.3228,1-barrio+habitaciones,7.38,Media rentabilidad
Idealista,111386755,Barcelona,El Poble-sec,244098,Piso,2.0,40.0,0.0,215000.0,205.64,0.3245,1-barrio+habitaciones,7.36,Media rentabilidad
Fotocasa,189421764,Barcelona,El Poble-sec,244098,Piso,2.0,54.0,,215600.0,205.64,0.3245,1-barrio+habitaciones,7.34,Media rentabilidad
Fotocasa,184716615,Barcelona,El Fort Pienc,224086,Piso,3.0,64.0,,310000.0,296.8,0.3228,1-barrio+habitaciones,7.33,Media rentabilidad
Idealista,111378395,Barcelona,El Poble-sec,244098,Piso,1.0,60.0,0.0,199000.0,188.68,0.3245,1-barrio+habitaciones,7.3,Media rentabilidad
Idealista,111031606,Barcelona,El Poble-sec,244098,Estudio,1.0,55.0,,199000.0,188.68,0.3245,1-barrio+habitaciones,7.3,Media rentabilidad
Fotocasa,189592391,Barcelona,El Poble-sec,244098,Planta Baja,1.0,60.0,0.0,199000.0,188.68,0.3245,1-barrio+habitaciones,7.3,Media rentabilidad
Idealista,111009034,Barcelona,Sants,244252,Ático,3.0,36.0,3.0,225000.0,207.76,0.3327,1-barrio+habitaciones,7.29,Media rentabilidad
Fotocasa,189509836,Barcelona,Hostafrancs,244125,Piso,2.0,53.0,1.0,260000.0,228.96,0.3486,1-barrio+habitaciones,7.28,Media rentabilidad
Idealista,111148282,Barcelona,Hostafrancs,244125,Piso,2.0,50.0,1.0,260000.0,228.96,0.3486,1-barrio+habitaciones,7.28,Media rentabilidad
Idealista,110858491,Barcelona,El Poble-sec,244098,Piso,2.0,53.0,1.0,220000.0,205.64,0.3245,1-barrio+habitaciones,7.2,Media rentabilidad
Idealista,109096427,Barcelona,El Poble-sec,244098,Piso,2.0,51.0,1.0,220000.0,205.64,0.3245,1-barrio+habitaciones,7.2,Media rentabilidad
Idealista,111264630,Barcelona,Sants,244252,Piso,1.0,35.0,0.5,180000.0,164.3,0.3327,1-barrio+habitaciones,7.2,Media rentabilidad
Fotocasa,178874889,Barcelona,El Poble-sec,244098,Piso,2.0,54.0,,221000.0,205.64,0.3245,1-barrio+habitaciones,7.16,Media rentabilidad
Idealista,111258232,Barcelona,Sants,244252,Piso,3.0,65.0,0.0,229000.0,207.76,0.3327,1-barrio+habitaciones,7.16,Media rentabilidad
Idealista,111260618,Barcelona,Vila de Gràcia,218278,Ático,1.0,36.0,4.0,198000.0,196.1,0.3004,1-barrio+habitaciones,7.06,Media rentabilidad
Idealista,109944068,Barcelona,El Poble-sec,244098,Piso,2.0,51.0,1.0,225000.0,205.64,0.3245,1-barrio+habitaciones,7.04,Media rentabilidad
Fotocasa,187514139,Barcelona,El Poble-sec,244098,Piso,2.0,67.0,,225000.0,205.64,0.3245,1-barrio+habitaciones,7.04,Media rentabilidad
Idealista,108850771,Barcelona,El Poble-sec,244098,Piso,2.0,48.0,1.0,225000.0,205.64,0.3245,1-barrio+habitaciones,7.04,Media rentabilidad
Fotocasa,185468704,Barcelona,El Poble-sec,244098,Piso,2.0,52.0,1.0,225000.0,205.64,0.3245,1-barrio+habitaciones,7.04,Media rentabilidad
Idealista,109890862,Barcelona,El Poble-sec,244098,Piso,2.0,52.0,2.0,225000.0,205.64,0.3245,1-barrio+habitaciones,7.04,Media rentabilidad
Idealista,109113928,Barcelona,Vila de Gràcia,218278,Ático,1.0,35.0,5.0,200000.0,196.1,0.3004,1-barrio+habitaciones,6.99,Media rentabilidad
Idealista,111171086,Barcelona,Vila de Gràcia,218278,Ático,1.0,39.0,5.0,200000.0,196.1,0.3004,1-barrio+habitaciones,6.99,Media rentabilidad
Idealista,110834266,Barcelona,Sants,244252,Piso,3.0,45.0,3.0,235000.0,207.76,0.3327,1-barrio+habitaciones,6.98,Media rentabilidad
Idealista,104913581,Barcelona,El Poble-sec,244098,Piso,3.0,63.0,1.0,180000.0,162.18,0.3245,1-barrio+habitaciones,6.94,Media rentabilidad
Idealista,111082290,Barcelona,El Fort Pienc,224086,Piso,4.0,105.0,9.0,550000.0,496.08,0.3228,1-barrio+habitaciones,6.91,Media rentabilidad
Fotocasa,189221821,Barcelona,El Fort Pienc,224086,Piso,4.0,99.0,5.0,550000.0,496.08,0.3228,1-barrio+habitaciones,6.91,Media rentabilidad
Fotocasa,184717351,Barcelona,El Fort Pienc,224086,Piso,5.0,162.0,,550000.0,496.08,0.3228,1-barrio+habitaciones,6.91,Media rentabilidad
Idealista,110744932,Barcelona,El Fort Pienc,224086,Piso,3.0,60.0,1.0,330000.0,296.8,0.3228,1-barrio+habitaciones,6.89,Media rentabilidad
Idealista,111344314,Barcelona,El Poble-sec,244098,Piso,2.0,60.0,1.0,230000.0,205.64,0.3245,1-barrio+habitaciones,6.88,Media rentabilidad
Fotocasa,185751473,Barcelona,El Poble-sec,244098,Piso,2.0,68.0,,230000.0,205.64,0.3245,1-barrio+habitaciones,6.88,Media rentabilidad
Idealista,110267099,Barcelona,Sants,244252,Piso,1.0,35.0,0.0,189000.0,164.3,0.3327,1-barrio+habitaciones,6.86,Media rentabilidad
Idealista,111377049,Barcelona,Sants,244252,Piso,3.0,58.0,1.0,239000.0,207.76,0.3327,1-barrio+habitaciones,6.86,Media rentabilidad
Idealista,110886379,Barcelona,Sants,244252,Dúplex,1.0,35.0,0.0,189000.0,164.3,0.3327,1-barrio+habitaciones,6.86,Media rentabilidad
Idealista,111315905,Barcelona,Sants,244252,Piso,3.0,53.0,1.0,239000.0,207.76,0.3327,1-barrio+habitaciones,6.86,Media rentabilidad
Fotocasa,188813456,Barcelona,El Poble-sec,244098,Ático,2.0,53.0,4.0,231500.0,205.64,0.3245,1-barrio+habitaciones,6.84,Media rentabilidad
Idealista,110516607,Barcelona,El Poble-sec,244098,Ático,2.0,52.0,4.0,231500.0,205.64,0.3245,1-barrio+habitaciones,6.84,Media rentabilidad
Idealista,110903197,Barcelona,Vila de Gràcia,218278,Piso,1.0,52.0,5.0,205000.0,196.1,0.3004,1-barrio+habitaciones,6.82,Media rentabilidad
Idealista,109155849,Barcelona,El Poble-sec,244098,Piso,2.0,50.0,1.0,232000.0,205.64,0.3245,1-barrio+habitaciones,6.82,Media rentabilidad
Idealista,111179300,Barcelona,El Poble-sec,244098,Ático,1.0,40.0,4.0,215000.0,188.68,0.3245,1-barrio+habitaciones,6.76,Media rentabilidad
Fotocasa,189364332,Barcelona,El Poble-sec,244098,Piso,1.0,40.0,4.0,215000.0,188.68,0.3245,1-barrio+habitaciones,6.76,Media rentabilidad
Fotocasa,189484800,Barcelona,Sagrada Família,224231,Piso,2.0,55.0,0.0,230000.0,201.4,0.3254,1-barrio+habitaciones,6.76,Media rentabilidad
Idealista,102776793,Barcelona,Sants,244252,Piso,2.0,71.0,0.5,218000.0,186.03,0.3327,2-barrio,6.74,Media rentabilidad
Idealista,110907358,Barcelona,Dreta de l'Eixample,224069,Piso,4.0,83.0,5.0,450000.0,445.2,0.2871,1-barrio+habitaciones,6.74,Media rentabilidad
Idealista,110752125,Barcelona,Sants,244252,Piso,2.0,62.0,2.0,219000.0,186.03,0.3327,2-barrio,6.7,Media rentabilidad
Idealista,108317445,Barcelona,El Poble-sec,244098,Piso,1.0,61.0,3.0,217000.0,188.68,0.3245,1-barrio+habitaciones,6.69,Media rentabilidad
Idealista,108839957,Barcelona,Sants,244252,Piso,1.0,52.0,3.0,195000.0,164.3,0.3327,1-barrio+habitaciones,6.65,Media rentabilidad
Fotocasa,187135675,Barcelona,El Fort Pienc,224086,Piso,4.0,111.0,,575000.0,496.08,0.3228,1-barrio+habitaciones,6.61,Media rentabilidad
Fotocasa,188983160,Barcelona,El Fort Pienc,224086,Piso,3.0,80.0,4.0,344000.0,296.8,0.3228,1-barrio+habitaciones,6.61,Media rentabilidad
Idealista,110291336,Barcelona,El Poble-sec,244098,Piso,1.0,45.0,2.0,220000.0,188.68,0.3245,1-barrio+habitaciones,6.6,Media rentabilidad
Idealista,110931978,Barcelona,El Poble-sec,244098,Piso,1.0,46.0,2.0,220000.0,188.68,0.3245,1-barrio+habitaciones,6.6,Media rentabilidad
Fotocasa,186715672,Barcelona,Hostafrancs,244125,Piso,3.0,97.0,0.5,279350.0,222.60000000000002,0.3486,2-barrio,6.59,Media rentabilidad
Idealista,110755102,Barcelona,Sants,244252,Piso,3.0,63.0,1.0,249000.0,207.76,0.3327,1-barrio+habitaciones,6.59,Media rentabilidad
Idealista,110673333,Barcelona,Sants,244252,Piso,3.0,63.0,2.0,249000.0,207.76,0.3327,1-barrio+habitaciones,6.59,Media rentabilidad
Fotocasa,189581053,Barcelona,Sants,244252,Piso,3.0,56.0,2.0,249000.0,207.76,0.3327,1-barrio+habitaciones,6.59,Media rentabilidad
Fotocasa,189319903,Barcelona,Hostafrancs,244125,Piso,3.0,64.0,1.0,279900.0,222.60000000000002,0.3486,2-barrio,6.58,Media rentabilidad
Idealista,109391464,Barcelona,Hostafrancs,244125,Piso,3.0,65.0,3.0,279900.0,222.60000000000002,0.3486,2-barrio,6.58,Media rentabilidad
Idealista,109390518,Barcelona,Hostafrancs,244125,Piso,3.0,64.0,2.0,279900.0,222.60000000000002,0.3486,2-barrio,6.58,Media rentabilidad
Fotocasa,184718578,Barcelona,Sagrada Família,224231,Piso,3.0,55.0,,239000.0,203.52,0.3254,1-barrio+habitaciones,6.57,Media rentabilidad
Idealista,111181292,Barcelona,Vila de Gràcia,218278,Dúplex,2.0,45.0,0.0,195000.0,178.08,0.3004,1-barrio+habitaciones,6.51,Media rentabilidad
Fotocasa,182045811,Barcelona,Hostafrancs,244125,Piso,1.0,87.0,1.0,275000.0,216.24,0.3486,1-barrio+habitaciones,6.5,Media rentabilidad
Fotocasa,188825109,Barcelona,El Fort Pienc,224086,Piso,3.0,75.0,1.0,350000.0,296.8,0.3228,1-barrio+habitaciones,6.49,Media rentabilidad
Idealista,111358607,Barcelona,El Poble-sec,244098,Piso,1.0,39.0,1.0,225000.0,188.68,0.3245,1-barrio+habitaciones,6.46,Media rentabilidad
Fotocasa,188825462,Barcelona,El Parc i la Llacuna del Poblenou,243092,Piso,1.0,50.0,1.0,289000.0,233.2,0.3365,1-barrio+habitaciones,6.44,Media rentabilidad
Idealista,109844669,Barcelona,Sants,244252,Piso,3.0,50.0,0.0,255000.0,207.76,0.3327,1-barrio+habitaciones,6.43,Media rentabilidad
Idealista,110088579,Barcelona,Hostafrancs,244125,Piso,2.0,59.0,1.0,295000.0,228.96,0.3486,1-barrio+habitaciones,6.42,Media rentabilidad
Idealista,111342144,Barcelona,Dreta de l'Eixample,224069,Piso,3.0,64.0,3.0,365000.0,343.44,0.2871,1-barrio+habitaciones,6.41,Media rentabilidad
Idealista,111364729,Barcelona,Sants,244252,Piso,2.0,45.0,2.0,230000.0,186.03,0.3327,2-barrio,6.38,Media rentabilidad
Fotocasa,188757171,Barcelona,Sant Antoni,224240,Piso,3.0,61.0,2.0,268500.0,239.56,0.3007,1-barrio+habitaciones,6.37,Media rentabilidad
Fotocasa,189100254,Barcelona,Antiga Esquerra de l'Eixample,224013,Piso,3.0,58.0,,300000.0,265.0,0.3028,1-barrio+habitaciones,6.35,Media rentabilidad
Fotocasa,189196211,Barcelona,Antiga Esquerra de l'Eixample,224013,Ático,2.0,60.0,15.0,280000.0,246.98,0.3028,1-barrio+habitaciones,6.34,Media rentabilidad
Idealista,111205139,Barcelona,El Poble-sec,244098,Piso,2.0,45.0,3.0,250000.0,205.64,0.3245,1-barrio+habitaciones,6.33,Media rentabilidad
Idealista,106535078,Barcelona,El Poble-sec,244098,Piso,2.0,60.0,1.0,250000.0,205.64,0.3245,1-barrio+habitaciones,6.33,Media rentabilidad
Idealista,110095783,Barcelona,El Poble-sec,244098,Piso,2.0,70.0,0.0,250000.0,205.64,0.3245,1-barrio+habitaciones,6.33,Media rentabilidad
Idealista,111186008,Barcelona,Sants,244252,Piso,3.0,80.0,1.0,259000.0,207.76,0.3327,1-barrio+habitaciones,6.33,Media rentabilidad
Idealista,110500839,Barcelona,Sants,244252,Piso,3.0,51.0,0.0,259500.0,207.76,0.3327,1-barrio+habitaciones,6.32,Media rentabilidad
Idealista,109912420,Barcelona,Dreta de l'Eixample,224069,Piso,4.0,87.0,2.0,480000.0,445.2,0.2871,1-barrio+habitaciones,6.32,Media rentabilidad
Idealista,111155073,Barcelona,El Poble-sec,244098,Piso,1.0,45.0,1.0,229990.0,188.68,0.3245,1-barrio+habitaciones,6.32,Media rentabilidad
Fotocasa,188715912,Barcelona,Sants,244252,Planta Baja,3.0,51.0,,259500.0,207.76,0.3327,1-barrio+habitaciones,6.32,Media rentabilidad
Idealista,110137295,Barcelona,Sants,244252,Piso,3.0,50.0,2.0,260000.0,207.76,0.3327,1-barrio+habitaciones,6.31,Media rentabilidad
Idealista,110912931,Barcelona,Sants,244252,Piso,3.0,74.0,0.0,259900.0,207.76,0.3327,1-barrio+habitaciones,6.31,Media rentabilidad
Idealista,111393637,Barcelona,Sants,244252,Piso,3.0,65.0,3.0,260000.0,207.76,0.3327,1-barrio+habitaciones,6.31,Media rentabilidad
Fotocasa,188869136,Barcelona,Sant Antoni,224240,Piso,2.0,40.0,5.0,240000.0,212.0,0.3007,1-barrio+habitaciones,6.3,Media rentabilidad
Fotocasa,189363677,Barcelona,Sants,244252,Piso,2.0,44.0,1.0,233000.0,186.03,0.3327,2-barrio,6.3,Media rentabilidad
Idealista,111361685,Barcelona,Sants,244252,Piso,2.0,48.0,2.0,235000.0,186.03,0.3327,2-barrio,6.25,Media rentabilidad
Fotocasa,189090164,Barcelona,Sant Antoni,224240,Piso,3.0,97.0,2.0,275000.0,239.56,0.3007,1-barrio+habitaciones,6.21,Media rentabilidad
Fotocasa,188697239,Barcelona,Sants,244252,Piso,3.0,79.0,,265000.0,207.76,0.3327,1-barrio+habitaciones,6.19,Media rentabilidad
Fotocasa,189540439,Barcelona,Sants,244252,Piso,3.0,49.0,,265000.0,207.76,0.3327,1-barrio+habitaciones,6.19,Media rentabilidad
Fotocasa,189137937,Barcelona,El Fort Pienc,224086,Piso,2.0,75.0,1.0,299000.0,241.68,0.3228,1-barrio+habitaciones,6.19,Media rentabilidad
Idealista,111150858,Barcelona,Hostafrancs,244125,Piso,3.0,100.0,0.0,298000.0,222.60000000000002,0.3486,2-barrio,6.18,Media rentabilidad
Idealista,110892968,Barcelona,El Fort Pienc,224086,Piso,3.0,65.0,3.0,370000.0,296.8,0.3228,1-barrio+habitaciones,6.14,Media rentabilidad
Fotocasa,189377733,Barcelona,Sants,244252,Piso,2.0,55.0,2.0,239000.0,186.03,0.3327,2-barrio,6.14,Media rentabilidad
Fotocasa,188932063,Barcelona,Sants,244252,Piso,2.0,53.0,3.0,239000.0,186.03,0.3327,2-barrio,6.14,Media rentabilidad
Idealista,110730042,Barcelona,Sants,244252,Piso,2.0,53.0,2.0,239000.0,186.03,0.3327,2-barrio,6.14,Media rentabilidad
Fotocasa,187440487,Barcelona,El Fort Pienc,224086,Piso,3.0,79.0,5.0,370000.0,296.8,0.3228,1-barrio+habitaciones,6.14,Media rentabilidad
Idealista,110616244,Barcelona,El Fort Pienc,224086,Piso,4.0,127.0,5.0,620000.0,496.08,0.3228,1-barrio+habitaciones,6.13,Media rentabilidad
Fotocasa,189378294,Barcelona,Dreta de l'Eixample,224069,Piso,4.0,82.0,3.0,495000.0,445.2,0.2871,1-barrio+habitaciones,6.13,Media rentabilidad
Fotocasa,188829957,Barcelona,El Fort Pienc,224086,Piso,4.0,127.0,4.0,620000.0,496.08,0.3228,1-barrio+habitaciones,6.13,Media rentabilidad
Idealista,110441819,Barcelona,Vila de Gràcia,218278,Piso,1.0,48.0,5.0,229000.0,196.1,0.3004,1-barrio+habitaciones,6.1,Media rentabilidad
Idealista,109983930,Barcelona,El Poble-sec,244098,Piso,2.0,55.0,3.0,260000.0,205.64,0.3245,1-barrio+habitaciones,6.09,Media rentabilidad
Fotocasa,189332976,Barcelona,Dreta de l'Eixample,224069,Piso,4.0,104.0,3.0,498000.0,445.2,0.2871,1-barrio+habitaciones,6.09,Media rentabilidad
Fotocasa,189596243,Barcelona,Dreta de l'Eixample,224069,Piso,4.0,95.0,0.5,499000.0,445.2,0.2871,1-barrio+habitaciones,6.08,Media rentabilidad
Idealista,111301791,Barcelona,Vila de Gràcia,218278,Piso,2.0,71.0,0.5,209000.0,178.08,0.3004,1-barrio+habitaciones,6.07,Media rentabilidad
Idealista,111203457,Barcelona,El Fort Pienc,224086,Piso,4.0,115.0,3.0,630000.0,496.08,0.3228,1-barrio+habitaciones,6.03,Media rentabilidad
Idealista,110934709,Barcelona,El Fort Pienc,224086,Piso,4.0,114.0,3.0,630000.0,496.08,0.3228,1-barrio+habitaciones,6.03,Media rentabilidad
Fotocasa,189123377,Barcelona,Sant Antoni,224240,Piso,3.0,90.0,1.0,285000.0,239.56,0.3007,1-barrio+habitaciones,6.0,Media rentabilidad
Fotocasa,189472668,Barcelona,El Fort Pienc,224086,Piso,3.0,83.0,0.0,379000.0,296.8,0.3228,1-barrio+habitaciones,6.0,Media rentabilidad
Fotocasa,189195899,Barcelona,Sant Antoni,224240,Piso,3.0,87.0,3.0,285000.0,239.56,0.3007,1-barrio+habitaciones,6.0,Media rentabilidad
Idealista,110824588,Barcelona,Sants,244252,Piso,2.0,55.0,2.0,245000.0,186.03,0.3327,2-barrio,5.99,Media rentabilidad
Fotocasa,188746036,Barcelona,Sant Antoni,224240,Piso,4.0,70.0,1.0,328000.0,275.6,0.3007,1-barrio+habitaciones,5.99,Media rentabilidad
Idealista,106410519,Barcelona,Sants,244252,Piso,3.0,75.0,,275000.0,207.76,0.3327,1-barrio+habitaciones,5.96,Media rentabilidad
Fotocasa,188901745,Barcelona,El Poble-sec,244098,Piso,3.0,52.0,,210000.0,162.18,0.3245,1-barrio+habitaciones,5.95,Media rentabilidad
Fotocasa,188207070,Barcelona,Sants,244252,Piso,3.0,70.0,2.0,276100.0,207.76,0.3327,1-barrio+habitaciones,5.94,Media rentabilidad
Fotocasa,189307059,Barcelona,El Fort Pienc,224086,Piso,4.0,137.0,3.0,640000.0,496.08,0.3228,1-barrio+habitaciones,5.94,Media rentabilidad
Idealista,110400858,Barcelona,Hostafrancs,244125,Piso,3.0,60.0,4.0,310000.0,222.60000000000002,0.3486,2-barrio,5.94,Media rentabilidad
Idealista,111361874,Barcelona,El Poble-sec,244098,Piso,1.0,53.0,1.0,245000.0,188.68,0.3245,1-barrio+habitaciones,5.93,Media rentabilidad
